# mzprime m4 sum_w_post_smearing v_mu4 v_4i epsilon u_mu4 chi2 decay_length MB_N_events eff_selection eff_total
1.176000e-01 1.343000e-01 1.971732e-01 4.622401e-05 6.537062e-05 1.000000e-02 4.622401e-05 1.349991e+01 3.846125e-02 4.212918e+02 1.961842e-02 4.426395e-05
1.489000e-01 4.642000e-02 1.149159e-03 7.116847e-04 1.006474e-03 1.000000e-02 7.116845e-04 6.744998e+00 2.093909e+05 5.820436e+02 4.018298e-02 4.641661e-07
3.024000e-01 1.194000e-01 1.143165e-03 7.009771e-04 9.913311e-04 1.000000e-02 7.009769e-04 7.243766e+00 3.132866e+04 5.617157e+02 3.346313e-02 4.613421e-06
4.309000e-01 1.805000e-02 9.333017e-20 6.601088e-09 9.335348e-09 1.000000e-02 6.601088e-09 3.180203e+01 2.055452e+19 4.066802e-24 4.116001e-02 1.186365e-21
3.403000e-01 7.897000e-01 8.068685e-08 2.294220e-10 3.244517e-10 1.000000e-02 2.294220e-10 3.180203e+01 9.745742e+06 4.246909e-15 9.185154e-03 1.916982e-08
6.514000e-02 2.031000e-02 1.989568e-03 5.472178e-04 7.738827e-04 1.000000e-02 5.472177e-04 6.640849e+00 8.141184e+05 5.957709e+02 4.059666e-02 8.218475e-08
4.849000e-01 4.375000e-01 3.131881e-04 9.406782e-04 1.330319e-03 1.000000e-02 9.406778e-04 2.196729e+01 8.802012e+01 2.771324e+02 7.112115e-03 1.697671e-05
7.330000e-02 2.572000e-02 2.697825e-03 4.776998e-04 6.755694e-04 1.000000e-02 4.776997e-04 5.811789e+00 5.153891e+05 6.156357e+02 4.096333e-02 1.485735e-07
1.489000e-01 6.615000e-02 3.395871e-03 4.184460e-04 5.917720e-04 1.000000e-02 4.184460e-04 6.305698e+00 9.625850e+04 5.946070e+02 3.928929e-02 1.372232e-06
2.122000e-01 1.266000e-02 2.571335e-18 6.601088e-09 9.335348e-09 1.000000e-02 6.601088e-09 3.180203e+01 7.183031e+18 1.120443e-22 4.029621e-02 3.096916e-21
3.207000e-02 5.223000e-02 9.323879e+00 7.970356e-06 1.127179e-05 1.000000e-02 7.970356e-06 6.767934e+00 3.311133e-01 5.923141e+02 3.844915e-02 7.250046e-05
1.045000e-01 1.061000e-01 3.338153e-01 3.660465e-05 5.176679e-05 1.000000e-02 3.660465e-05 1.318068e+01 5.138465e+00 4.472793e+02 2.344317e-02 5.140453e-05
6.910000e-01 8.377000e-02 1.751222e-05 5.975970e-03 8.451146e-03 1.000000e-02 5.975863e-03 5.878763e+00 7.572163e+04 6.254002e+02 3.864107e-02 1.192751e-06
2.533000e-02 3.455000e-01 1.020510e+00 2.255150e-05 3.189264e-05 1.000000e-02 2.255150e-05 1.162592e+01 6.068681e-05 5.190009e+02 3.268667e-02 6.787133e-05
7.330000e-02 4.642000e-02 1.718361e-02 1.898775e-04 2.685273e-04 1.000000e-02 1.898775e-04 6.544203e+00 1.377895e+05 6.195287e+02 4.011313e-02 9.556690e-07
8.249000e-02 7.444000e-02 5.502035e-02 1.034135e-04 1.462488e-04 1.000000e-02 1.034135e-04 7.172258e+00 4.276297e+04 5.884069e+02 3.785617e-02 4.245840e-06
5.789000e-02 3.257000e-02 1.325051e-02 2.137667e-04 3.023118e-04 1.000000e-02 2.137667e-04 6.314308e+00 2.670947e+05 6.054981e+02 4.050370e-02 4.079589e-07
4.849000e-01 1.425000e-02 2.005554e-28 1.000137e-12 1.414408e-12 1.000000e-02 1.000137e-12 3.180203e+01 4.711352e+27 2.006105e-40 4.087252e-02 3.816766e-30
9.848000e-01 1.914000e-01 3.254930e-05 4.127292e-03 5.836822e-03 1.000000e-02 4.127257e-03 7.670765e+00 1.036712e+04 5.544623e+02 2.330064e-02 8.954902e-06
3.403000e-01 1.425000e-02 3.121746e-07 9.999127e-03 1.414019e-02 1.000000e-02 9.998628e-03 2.899861e+01 1.142446e+07 3.121202e+01 4.103945e-02 1.781458e-09
5.144000e-02 1.604000e-02 2.299243e-03 5.247234e-04 7.420709e-04 1.000000e-02 5.247234e-04 6.174091e+00 1.124580e+06 6.330615e+02 4.092290e-02 5.186816e-08
4.571000e-02 5.541000e-01 5.756432e-02 9.079838e-05 1.284083e-04 1.000000e-02 9.079838e-05 1.679163e+01 2.955538e-06 4.745802e+02 2.728347e-02 7.419687e-05
2.000000e+00 1.701000e-01 4.486849e-07 9.999127e-03 1.414019e-02 1.000000e-02 9.998628e-03 2.769849e+01 5.532010e+04 4.486066e+01 2.629769e-02 1.750156e-06
4.062000e-02 2.894000e-02 3.461886e-02 1.314127e-04 1.858456e-04 1.000000e-02 1.314127e-04 6.786940e+00 2.613976e+05 5.978434e+02 4.098075e-02 4.535199e-07
2.122000e-01 2.894000e-02 7.239213e-05 2.862689e-03 4.048437e-03 1.000000e-02 2.862677e-03 6.424133e+00 5.968647e+05 5.932526e+02 4.087893e-02 8.758931e-08
5.457000e-01 6.236000e-01 1.366947e-09 3.908438e-10 5.527367e-10 1.000000e-02 3.908438e-10 3.180203e+01 1.148118e+08 2.088134e-16 2.272227e-03 3.251835e-10
1.247000e+00 8.377000e-02 1.943867e-19 6.601088e-09 9.335348e-09 1.000000e-02 6.601088e-09 3.180203e+01 6.627810e+17 8.470277e-24 3.792036e-02 1.150623e-19
3.829000e-01 1.194000e-01 4.557037e-04 1.132657e-03 1.601817e-03 1.000000e-02 1.132656e-03 6.988776e+00 3.208826e+04 5.846274e+02 3.378139e-02 4.062766e-06
1.579000e+00 9.427000e-02 1.374326e-07 9.999127e-03 1.414019e-02 1.000000e-02 9.998628e-03 3.048629e+01 4.116979e+05 1.374086e+01 3.730536e-02 1.995756e-07
4.309000e-01 2.031000e-02 1.834541e-19 6.601088e-09 9.335348e-09 1.000000e-02 6.601088e-09 3.180203e+01 1.136471e+19 7.993895e-24 4.110463e-02 2.342877e-21
2.687000e-01 6.615000e-02 3.458773e-04 1.311670e-03 1.854980e-03 1.000000e-02 1.311669e-03 6.335131e+00 1.137935e+05 5.950741e+02 3.942937e-02 9.056682e-07
9.848000e-01 1.266000e-02 3.760402e-31 1.000137e-12 1.414408e-12 1.000000e-02 1.000137e-12 3.180203e+01 1.456062e+29 3.761434e-43 4.088264e-02 9.021055e-32
9.848000e-01 1.805000e-02 3.114311e-30 1.000137e-12 1.414408e-12 1.000000e-02 1.000137e-12 3.180203e+01 2.444715e+28 3.115166e-42 4.150037e-02 7.492901e-31
2.000000e-02 5.223000e-02 2.564526e+01 4.866188e-06 6.881829e-06 1.000000e-02 4.866188e-06 6.083522e+00 2.497150e-01 6.072743e+02 3.945737e-02 7.211340e-05
2.000000e-02 1.425000e-02 4.623035e-02 1.161569e-04 1.642706e-04 1.000000e-02 1.161569e-04 5.827603e+00 6.849689e+05 6.237594e+02 4.071604e-02 1.265890e-07
5.457000e-01 3.888000e-01 2.806109e-04 1.257279e-03 1.778060e-03 1.000000e-02 1.257278e-03 1.583368e+01 2.121749e+02 4.435762e+02 8.796529e-03 1.762721e-05
1.675000e-01 1.604000e-02 2.944859e-05 4.533637e-03 6.411465e-03 1.000000e-02 4.533590e-03 6.610088e+00 1.790679e+06 6.052823e+02 4.093300e-02 1.680498e-08
8.751000e-01 1.512000e-01 3.139544e-05 4.195575e-03 5.933386e-03 1.000000e-02 4.195538e-03 7.668325e+00 2.044951e+04 5.526491e+02 2.901238e-02 5.344106e-06
1.885000e-01 2.031000e-02 3.920481e-05 3.924929e-03 5.550645e-03 1.000000e-02 3.924899e-03 6.302452e+00 1.170386e+06 6.039528e+02 4.081795e-02 3.228024e-08
1.176000e-01 1.266000e-02 5.421113e-05 3.322254e-03 4.698351e-03 1.000000e-02 3.322236e-03 6.453360e+00 2.661107e+06 5.983485e+02 4.106035e-02 1.087900e-08
3.207000e-02 5.541000e-01 6.765151e-02 8.431134e-05 1.192342e-04 1.000000e-02 8.431134e-05 1.740595e+01 1.687275e-06 4.808941e+02 2.674063e-02 6.980751e-05
2.687000e-01 1.194000e-01 1.852259e-03 5.669472e-04 8.017843e-04 1.000000e-02 5.669471e-04 6.646479e+00 2.899879e+04 5.953699e+02 3.351072e-02 5.026394e-06
3.207000e-02 3.070000e-01 1.386356e+00 1.921727e-05 2.717733e-05 1.000000e-02 1.921727e-05 1.078972e+01 1.910073e-04 5.119865e+02 3.343292e-02 6.982443e-05
2.122000e-01 7.017000e-01 1.056140e-03 3.219733e-04 4.553390e-04 1.000000e-02 3.219733e-04 2.889447e+01 2.554093e-06 1.094867e+02 1.369838e-02 4.649058e-05
1.247000e+00 8.886000e-01 9.761829e-16 6.601087e-09 9.335346e-09 1.000000e-02 6.601087e-09 3.180203e+01 3.367350e+12 4.253653e-20 4.386027e-03 1.728815e-14
4.849000e-01 5.878000e-02 2.392589e-05 4.928670e-03 6.970107e-03 1.000000e-02 4.928610e-03 6.574774e+00 1.587770e+05 5.812026e+02 4.014583e-02 4.594349e-07
7.330000e-02 2.031000e-02 1.274121e-03 6.818346e-04 9.642595e-04 1.000000e-02 6.818344e-04 6.713486e+00 8.519214e+05 5.923370e+02 4.081069e-02 7.010434e-08
2.850000e-02 7.444000e-02 1.165002e+01 7.208914e-06 1.019494e-05 1.000000e-02 7.208914e-06 6.104064e+00 7.980512e-02 6.054334e+02 3.922673e-02 7.283853e-05
4.571000e-02 1.266000e-02 1.627614e-03 6.093039e-04 8.616857e-04 1.000000e-02 6.093038e-04 6.022061e+00 1.733807e+06 6.042537e+02 4.093841e-02 2.778816e-08
2.000000e+00 8.377000e-02 1.026626e-28 1.000137e-12 1.414408e-12 1.000000e-02 1.000137e-12 3.180203e+01 1.915961e+26 1.026908e-40 3.834946e-02 3.711086e-28
4.309000e-01 1.343000e-01 3.791620e-04 1.201461e-03 1.699121e-03 1.000000e-02 1.201460e-03 7.826150e+00 2.541011e+04 5.473235e+02 3.173307e-02 5.148129e-06
3.829000e-01 1.701000e-01 1.072371e-03 7.160171e-04 1.012601e-03 1.000000e-02 7.160169e-04 7.965586e+00 1.278623e+04 5.497834e+02 2.598198e-02 1.022917e-05
6.514000e-02 7.017000e-01 8.373364e-03 1.963395e-04 2.776660e-04 1.000000e-02 1.963395e-04 2.489170e+01 6.321277e-07 3.227865e+02 2.237386e-02 6.863970e-05
1.489000e-01 2.031000e-02 8.760715e-05 2.455189e-03 3.472151e-03 1.000000e-02 2.455182e-03 9.297992e+00 1.159770e+06 5.280918e+02 4.106288e-02 3.536062e-08
4.571000e-02 2.894000e-02 2.242659e-02 1.649194e-04 2.332312e-04 1.000000e-02 1.649194e-04 5.954196e+00 2.938484e+05 6.099674e+02 4.096420e-02 3.861489e-07
5.144000e-02 3.455000e-01 5.462446e-01 3.008937e-05 4.255280e-05 1.000000e-02 3.008937e-05 1.114481e+01 1.407817e-04 4.945536e+02 3.276383e-02 7.206884e-05
3.829000e-01 2.894000e-02 4.064877e-18 6.601088e-09 9.335348e-09 1.000000e-02 6.601088e-09 3.180203e+01 1.199615e+18 1.771244e-22 4.108054e-02 3.455933e-20
4.062000e-02 7.897000e-01 3.970251e-03 1.672853e-04 2.365771e-04 1.000000e-02 1.672853e-04 3.059987e+01 2.375073e-07 1.111049e+02 1.804789e-02 5.378707e-05
4.062000e-02 8.886000e-01 1.411923e-03 8.242617e-05 1.165682e-04 1.000000e-02 8.242617e-05 3.178462e+01 6.866230e-07 9.592709e+00 1.562404e-02 4.742341e-05
6.141000e-01 2.285000e-02 5.466969e-28 1.000137e-12 1.414408e-12 1.000000e-02 1.000137e-12 3.180203e+01 1.131873e+27 5.468470e-40 4.116495e-02 2.392708e-29
8.249000e-02 7.017000e-01 6.758675e-03 2.115471e-04 2.991727e-04 1.000000e-02 2.115471e-04 2.505906e+01 8.734971e-07 3.024654e+02 2.245466e-02 6.914865e-05
4.062000e-02 6.236000e-01 2.657555e-02 1.257671e-04 1.778615e-04 1.000000e-02 1.257671e-04 2.133577e+01 8.534114e-07 4.203551e+02 2.444857e-02 6.863718e-05
2.000000e-02 4.642000e-02 2.617927e+01 4.847108e-06 6.854846e-06 1.000000e-02 4.847108e-06 6.120897e+00 3.712815e-01 6.150678e+02 3.992463e-02 7.356411e-05
5.789000e-02 6.236000e-01 2.181199e-02 1.396794e-04 1.975365e-04 1.000000e-02 1.396794e-04 1.998476e+01 1.405434e-06 4.255593e+02 2.532877e-02 7.244885e-05
5.789000e-02 1.061000e-01 2.099775e+00 1.655650e-05 2.341443e-05 1.000000e-02 1.655650e-05 6.835227e+00 2.580429e-02 5.755855e+02 3.462349e-02 6.942268e-05
1.579000e+00 1.914000e-01 5.549422e-26 1.000137e-12 1.414408e-12 1.000000e-02 1.000137e-12 3.180203e+01 1.185227e+24 5.550945e-38 2.345702e-02 9.036818e-26
1.323000e-01 7.897000e-01 1.494294e-03 2.884553e-04 4.079374e-04 1.000000e-02 2.884553e-04 2.975396e+01 8.493107e-07 1.243349e+02 1.863702e-02 6.258967e-05
1.108000e+00 1.512000e-01 1.256353e-05 6.799661e-03 9.615951e-03 1.000000e-02 6.799504e-03 6.984966e+00 2.014244e+04 5.808798e+02 2.906485e-02 5.066056e-06
2.251000e-02 2.031000e-02 1.099879e-01 7.575796e-05 1.071379e-04 1.000000e-02 7.575796e-05 6.162389e+00 2.932683e+05 6.312502e+02 4.056476e-02 3.892283e-07
9.848000e-01 1.701000e-01 2.608918e-05 4.708717e-03 6.659057e-03 1.000000e-02 4.708664e-03 6.819793e+00 1.443906e+04 5.784497e+02 2.617722e-02 6.932276e-06
4.309000e-01 2.572000e-02 7.541789e-19 6.601088e-09 9.335348e-09 1.000000e-02 6.601088e-09 3.180203e+01 3.477162e+18 3.286286e-23 4.106505e-02 9.559501e-21
9.848000e-01 2.154000e-01 4.073568e-05 3.629863e-03 5.133367e-03 1.000000e-02 3.629839e-03 8.666900e+00 7.380804e+03 5.367293e+02 2.020883e-02 1.174180e-05
1.323000e-01 1.000000e+00 2.023162e-06 1.979865e-10 2.799952e-10 1.000000e-02 1.979865e-10 3.180203e+01 8.866287e+05 7.930525e-14 1.449403e-02 4.339346e-07
9.848000e-01 2.728000e-01 5.207900e-05 3.083892e-03 4.361261e-03 1.000000e-02 3.083877e-03 9.784803e+00 3.082469e+03 4.952915e+02 1.494097e-02 1.717821e-05
2.000000e-02 1.914000e-01 8.771160e+00 7.711133e-06 1.090519e-05 1.000000e-02 7.711133e-06 9.381392e+00 1.903863e-03 5.215469e+02 3.605386e-02 6.987837e-05
2.533000e-02 2.728000e-01 2.578914e+00 1.417649e-05 2.004858e-05 1.000000e-02 1.417649e-05 1.025273e+01 3.120028e-04 5.182916e+02 3.455395e-02 6.926099e-05
2.388000e-01 5.878000e-02 3.935422e-04 1.255787e-03 1.775949e-03 1.000000e-02 1.255786e-03 5.882692e+00 1.397173e+05 6.206161e+02 3.967775e-02 6.959180e-07
1.675000e-01 9.427000e-02 6.233148e-03 3.120700e-04 4.413336e-04 1.000000e-02 3.120700e-04 6.273847e+00 4.311437e+04 6.070318e+02 3.622923e-02 3.709314e-06
1.108000e+00 2.285000e-02 5.282990e-30 1.000137e-12 1.414408e-12 1.000000e-02 1.000137e-12 3.180203e+01 1.200737e+28 5.284440e-42 4.136027e-02 1.978817e-30
1.777000e+00 4.125000e-02 4.000760e-30 1.000137e-12 1.414408e-12 1.000000e-02 1.000137e-12 3.180203e+01 4.130193e+27 4.001858e-42 4.059424e-02 9.031948e-30
8.751000e-01 9.427000e-02 6.608905e-18 6.601088e-09 9.335348e-09 1.000000e-02 6.601088e-09 3.180203e+01 8.865023e+16 2.879788e-22 3.709488e-02 1.061299e-18
6.141000e-01 1.125000e-02 7.619168e-30 1.000137e-12 1.414408e-12 1.000000e-02 1.000137e-12 3.180203e+01 3.990728e+28 7.621260e-42 4.108064e-02 3.306150e-31
1.777000e+00 3.665000e-02 2.019262e-30 1.000137e-12 1.414408e-12 1.000000e-02 1.000137e-12 3.180203e+01 7.464806e+27 2.019816e-42 4.141780e-02 4.528949e-30
2.122000e-01 1.343000e-01 6.409909e-03 2.966028e-04 4.194597e-04 1.000000e-02 2.966028e-04 6.931716e+00 1.954157e+04 5.639005e+02 3.091953e-02 8.352732e-06
4.309000e-01 2.285000e-02 3.713601e-19 6.601088e-09 9.335348e-09 1.000000e-02 6.601088e-09 3.180203e+01 6.297251e+18 1.618178e-23 4.130491e-02 4.687568e-21
1.579000e+00 3.257000e-02 2.523557e-30 1.000137e-12 1.414408e-12 1.000000e-02 1.000137e-12 3.180203e+01 8.402955e+27 2.524250e-42 4.096717e-02 3.571462e-30
1.403000e+00 4.924000e-01 7.032883e-06 7.793898e-03 1.102190e-02 1.000000e-02 7.793661e-03 1.681117e+01 1.007314e+02 4.272113e+02 6.966389e-03 1.888824e-05
8.751000e-01 1.914000e-01 5.223110e-05 3.233056e-03 4.572208e-03 1.000000e-02 3.233039e-03 7.703633e+00 1.046556e+04 5.459534e+02 2.321719e-02 9.366086e-06
2.533000e-02 1.805000e-02 4.346053e-02 1.205084e-04 1.704245e-04 1.000000e-02 1.205084e-04 5.671143e+00 5.001650e+05 6.311452e+02 4.082586e-02 1.975267e-07
1.247000e+00 3.665000e-02 3.420674e-29 1.000137e-12 1.414408e-12 1.000000e-02 1.000137e-12 3.180203e+01 1.807984e+27 3.421613e-41 4.114592e-02 1.981278e-29
1.108000e+00 9.427000e-02 2.280229e-06 9.999127e-03 1.414019e-02 1.000000e-02 9.998628e-03 1.512417e+01 9.957357e+04 2.279831e+02 3.726212e-02 8.800482e-07
4.571000e-02 8.886000e-01 1.366543e-03 7.341691e-05 1.038272e-04 1.000000e-02 7.341691e-05 3.179178e+01 1.095957e-06 7.365725e+00 1.577204e-02 4.767073e-05
2.122000e-01 3.888000e-01 5.521767e-03 1.753204e-04 2.479405e-04 1.000000e-02 1.753204e-04 2.265666e+01 6.285453e-05 1.697239e+02 7.425544e-03 1.952073e-05
9.283000e-02 1.512000e-01 4.364959e-01 3.415369e-05 4.830061e-05 1.000000e-02 3.415369e-05 9.849975e+00 6.227011e-03 5.091613e+02 2.483268e-02 5.343237e-05
9.283000e-02 7.444000e-02 3.215786e-02 1.347862e-04 1.906164e-04 1.000000e-02 1.347862e-04 6.227071e+00 5.182375e+04 5.842219e+02 3.820554e-02 3.423439e-06
2.251000e-02 3.665000e-02 2.041162e+01 5.344776e-06 7.558655e-06 1.000000e-02 5.344776e-06 6.722972e+00 1.050415e+00 5.830912e+02 3.857094e-02 7.252479e-05
3.207000e-02 1.805000e-02 1.744742e-02 1.855704e-04 2.624362e-04 1.000000e-02 1.855704e-04 6.567627e+00 6.415445e+05 6.008261e+02 4.064099e-02 1.318944e-07
6.141000e-01 3.257000e-02 1.964604e-19 6.601088e-09 9.335348e-09 1.000000e-02 6.601088e-09 3.180203e+01 4.400370e+18 8.560637e-24 4.074998e-02 8.668696e-21
2.122000e-01 7.897000e-01 5.607019e-04 3.038576e-04 4.297195e-04 1.000000e-02 3.038576e-04 3.120669e+01 1.994160e-06 5.176929e+01 1.444166e-02 5.158076e-05
5.457000e-01 1.000000e+00 5.547126e-08 1.236970e-09 1.749340e-09 1.000000e-02 1.236970e-09 3.180203e+01 4.907086e+05 8.487628e-14 5.008814e-03 1.803332e-07
5.144000e-02 1.805000e-02 3.245938e-03 4.330516e-04 6.124273e-04 1.000000e-02 4.330515e-04 6.706959e+00 8.976009e+05 6.087227e+02 4.112659e-02 7.461138e-08
8.249000e-02 4.642000e-02 1.107938e-02 2.370345e-04 3.352174e-04 1.000000e-02 2.370345e-04 6.854080e+00 1.520292e+05 6.224989e+02 4.058237e-02 8.339541e-07
4.571000e-02 4.375000e-01 2.280713e-01 4.751524e-05 6.719670e-05 1.000000e-02 4.751524e-05 1.257337e+01 2.193112e-05 5.149161e+02 3.074741e-02 7.354809e-05
1.675000e-01 1.343000e-01 1.705106e-02 1.805476e-04 2.553328e-04 1.000000e-02 1.805476e-04 7.797624e+00 1.600952e+04 5.558206e+02 2.988946e-02 1.062915e-05
3.609000e-02 2.154000e-01 3.082912e+00 1.310206e-05 1.852912e-05 1.000000e-02 1.310206e-05 8.879400e+00 1.509530e-03 5.292253e+02 3.576148e-02 7.046331e-05
1.675000e-01 4.125000e-02 5.219796e-04 1.080457e-03 1.527996e-03 1.000000e-02 1.080457e-03 6.282831e+00 2.687047e+05 6.093526e+02 4.023726e-02 3.022562e-07
1.247000e+00 7.897000e-01 8.877424e-16 6.601088e-09 9.335348e-09 1.000000e-02 6.601088e-09 3.180203e+01 6.698106e+12 3.868281e-20 4.433069e-03 8.157881e-15
3.024000e-01 1.343000e-01 1.526396e-03 5.957947e-04 8.425808e-04 1.000000e-02 5.957946e-04 7.639248e+00 2.340849e+04 5.418267e+02 3.108134e-02 6.266322e-06
8.249000e-02 1.000000e+00 2.971524e-05 3.785239e-10 5.353136e-10 1.000000e-02 3.785239e-10 3.180203e+01 9.422646e+04 4.257611e-12 1.443543e-02 3.866957e-06
2.122000e-01 4.642000e-02 2.944845e-04 1.441333e-03 2.038350e-03 1.000000e-02 1.441331e-03 6.992437e+00 2.172303e+05 6.117740e+02 4.029708e-02 3.544666e-07
1.675000e-01 3.070000e-01 2.085639e-02 1.234883e-04 1.746388e-04 1.000000e-02 1.234883e-04 1.753955e+01 1.602962e-04 3.180465e+02 9.586222e-03 2.384188e-05
5.789000e-02 6.615000e-02 2.127078e+00 1.567442e-05 2.216697e-05 1.000000e-02 1.567442e-05 9.013758e+00 6.735183e-01 5.225960e+02 3.338720e-02 6.647782e-05
6.514000e-02 7.897000e-01 3.256549e-03 2.043533e-04 2.889991e-04 1.000000e-02 2.043533e-04 3.014883e+01 4.093482e-07 1.359943e+02 1.914488e-02 5.996997e-05
6.514000e-02 1.000000e+00 3.468307e-07 2.876972e-11 4.068653e-11 1.000000e-02 2.876972e-11 3.180203e+01 1.016974e+07 2.870706e-16 1.405621e-02 3.848352e-08
6.141000e-01 7.444000e-02 2.738914e-17 6.601088e-09 9.335348e-09 1.000000e-02 6.601088e-09 3.180203e+01 6.987525e+16 1.193464e-21 3.898723e-02 1.215439e-18
1.045000e-01 7.897000e-01 2.121335e-03 2.644392e-04 3.739735e-04 1.000000e-02 2.644392e-04 2.939376e+01 6.296109e-07 1.483410e+02 1.945929e-02 6.450509e-05
1.489000e-01 3.070000e-01 3.667896e-02 1.001340e-04 1.416109e-04 1.000000e-02 1.001340e-04 1.563447e+01 1.762728e-04 3.677733e+02 1.268062e-02 3.066318e-05
2.850000e-02 2.728000e-01 2.309518e+00 1.488839e-05 2.105537e-05 1.000000e-02 1.488839e-05 1.032319e+01 3.581732e-04 5.119377e+02 3.462221e-02 6.928544e-05
1.045000e-01 6.615000e-02 1.344520e-02 2.108221e-04 2.981474e-04 1.000000e-02 2.108221e-04 6.581814e+00 7.856552e+04 5.975846e+02 3.914129e-02 1.966778e-06
8.249000e-02 7.897000e-01 2.704155e-03 2.350174e-04 3.323647e-04 1.000000e-02 2.350173e-04 2.965832e+01 4.964108e-07 1.493590e+02 1.944242e-02 6.154768e-05
8.249000e-02 6.615000e-02 3.512442e-02 1.287361e-04 1.820604e-04 1.000000e-02 1.287361e-04 6.855869e+00 6.394911e+04 5.821167e+02 3.868849e-02 2.694289e-06
9.848000e-01 7.444000e-02 6.456847e-19 6.601088e-09 9.335348e-09 1.000000e-02 6.601088e-09 3.180203e+01 4.647399e+17 2.813530e-23 3.941740e-02 1.564915e-19
7.776000e-01 4.375000e-01 7.146460e-05 2.514262e-03 3.555692e-03 1.000000e-02 2.514254e-03 1.554909e+01 1.433995e+02 4.517644e+02 7.818617e-03 1.846489e-05
1.323000e-01 1.425000e-02 4.795954e-05 3.391063e-03 4.795659e-03 1.000000e-02 3.391043e-03 6.901049e+00 2.255066e+06 5.515015e+02 4.098287e-02 1.355810e-08
1.247000e+00 1.512000e-01 4.857119e-18 6.601088e-09 9.335348e-09 1.000000e-02 6.601088e-09 3.180203e+01 3.436560e+16 2.116459e-22 2.911456e-02 3.058076e-18
1.247000e+00 1.266000e-02 5.606711e-32 1.000137e-12 1.414408e-12 1.000000e-02 1.000137e-12 3.180203e+01 3.742782e+29 5.608251e-44 4.161346e-02 3.256154e-32
7.776000e-01 1.000000e+00 1.150768e-09 1.230553e-09 1.740265e-09 1.000000e-02 1.230553e-09 3.180203e+01 2.294025e+06 1.742564e-15 1.575556e-03 9.849724e-09
1.045000e-01 1.701000e-01 2.665533e-01 4.273470e-05 6.043599e-05 1.000000e-02 4.273470e-05 1.053501e+01 3.543427e-03 4.867942e+02 2.112795e-02 4.696277e-05
5.144000e-02 1.266000e-02 1.089736e-03 7.511535e-04 1.062291e-03 1.000000e-02 7.511533e-04 6.466560e+00 1.848341e+06 6.148633e+02 4.039148e-02 2.486043e-08
3.609000e-02 2.424000e-01 2.435163e+00 1.462145e-05 2.067786e-05 1.000000e-02 1.462145e-05 9.549714e+00 8.497982e-04 5.206060e+02 3.489315e-02 7.014471e-05
4.571000e-02 1.194000e-01 3.552535e+00 1.271475e-05 1.798137e-05 1.000000e-02 1.271475e-05 6.674085e+00 1.599129e-02 5.743199e+02 3.725609e-02 7.113923e-05
1.045000e-01 3.665000e-02 2.106283e-03 5.292630e-04 7.484907e-04 1.000000e-02 5.292629e-04 6.303735e+00 2.945724e+05 5.900106e+02 4.049725e-02 3.048659e-07
1.885000e-01 7.017000e-01 1.495486e-03 2.995272e-04 4.235953e-04 1.000000e-02 2.995271e-04 2.791591e+01 2.308270e-06 1.341698e+02 1.526286e-02 5.244059e-05
5.144000e-02 7.017000e-01 9.547112e-03 1.784187e-04 2.523222e-04 1.000000e-02 1.784187e-04 2.573782e+01 4.773228e-07 3.039156e+02 2.172456e-02 6.372876e-05
3.609000e-02 1.125000e-02 2.588824e-03 4.752367e-04 6.720860e-04 1.000000e-02 4.752366e-04 6.010675e+00 1.980966e+06 5.846856e+02 4.082637e-02 2.572146e-08
4.309000e-01 2.728000e-01 1.241023e-03 6.184608e-04 8.746354e-04 1.000000e-02 6.184606e-04 1.102989e+01 2.210711e+03 4.746835e+02 1.397519e-02 2.271770e-05
2.251000e-02 8.377000e-02 1.826698e+01 5.757645e-06 8.142540e-06 1.000000e-02 5.757645e-06 6.099909e+00 5.236060e-02 6.055591e+02 3.892052e-02 7.197126e-05
3.829000e-01 2.031000e-02 4.613524e-19 6.601088e-09 9.335348e-09 1.000000e-02 6.601088e-09 3.180203e+01 7.082333e+18 2.010313e-23 4.101766e-02 3.906200e-21
5.789000e-02 2.154000e-01 1.291973e+00 2.016568e-05 2.851858e-05 1.000000e-02 2.016568e-05 8.826410e+00 1.660556e-03 5.253870e+02 3.386251e-02 6.915699e-05
3.403000e-01 3.665000e-02 2.384773e-05 5.058911e-03 7.154289e-03 1.000000e-02 5.058846e-03 6.033509e+00 3.890246e+05 6.103249e+02 4.067270e-02 1.356003e-07
2.850000e-02 2.572000e-02 1.035106e-01 7.804785e-05 1.103763e-04 1.000000e-02 7.804785e-05 6.036295e+00 2.175234e+05 6.305314e+02 4.101040e-02 6.078479e-07
2.000000e+00 1.425000e-02 2.727262e-33 1.000137e-12 1.414408e-12 1.000000e-02 1.000137e-12 3.180203e+01 1.366529e+30 2.728011e-45 4.115633e-02 9.661751e-33
1.675000e-01 1.512000e-01 2.344984e-02 1.472206e-04 2.082013e-04 1.000000e-02 1.472206e-04 9.642141e+00 1.035650e+04 5.082494e+02 2.593589e-02 1.507241e-05
1.885000e-01 1.194000e-01 7.522255e-03 2.729825e-04 3.860555e-04 1.000000e-02 2.729825e-04 6.961320e+00 2.587020e+04 5.605543e+02 3.297741e-02 6.603428e-06
1.247000e+00 2.894000e-02 8.413835e-30 1.000137e-12 1.414408e-12 1.000000e-02 1.000137e-12 3.180203e+01 5.900969e+27 8.416145e-42 4.086714e-02 4.918175e-30
